,key,value
40180,unbearable,3
39620,trilogy,3
39161,Toowoomba,3
39319,trabajo,3
39642,tripping,3
38505,Thelma,3
25510,mushroom,3
10408,Decision,3
8386,comer,3
37637,swindler,3
23901,matey,3
10410,decisive,3
8887,constituency,3
39960,twisted,3
39775,tsunami,3
38035,Taxi,3
37489,surround,3
28891,phenomenal,3
40074,UFC,3
9347,Course,3
5658,Booster,3
38269,tener,3
6124,Bruce,3
8382,Comedy,3
8063,cloth,3
37420,Suppose,3
24468,MFWitches,3
10403,decimal,3
38272,tenga,3
7429,Chat,3
11226,diesel,3
25512,mushrooms,3
36965,stripes,3
24441,metre,3
39046,Together,3
5157,Birrunga,3
38021,Tavern,3
8402,comics,3
37228,suggestions,3
9564,crickets,3
24749,Mirror,3
38443,Than,3
38502,THEIR,3
5420,Bluey,3
10399,decides,3
28841,Petro,3
10401,deciding,3
9369,Cover,3
6104,Brother,3
7978,clears,3
25162,Morphettville,3
25202,mosquito,3
8539,compete,3
8830,consegue,3
37648,switched,3
7455,Cheap,3
37456,surfer,3
37663,swtor,3
6605,CAITLIN11,3
9469,crass,3
10723,demonizing,3
37971,Tart,3
7341,changer,3
38712,throne,3
37657,sword,3
29338,pleasantly,3
28827,Peters,3
8018,climbing,3
8036,cloak,3
8842,Consequences,3
5775,Bourke,3
28736,Perrottet,3
24996,Moly,3
23772,Marvellous,3
37245,suited,3
29079,pills,3
25524,Musician,3
23883,matched,3
39115,tongues,3
8013,ClimateApe,3
10319,Dean,3
7301,Chambers,3
8461,commitments,3
37952,tarde,3
6924,caro,3
5113,bins,3
37249,Suits,3
40052,uber,3
25183,mortes,3
10332,DEATHS,3
6613,cal,3
10340,debated,3
29443,podia,3
40359,unfortunate,3
6612,Cakes,3
7318,Championship,3
8024,clinic,3
8481,comms,3
10344,debe,3
6622,Calder,3
24447,Metro,3
9996,cylinder,3
7327,CHANCE,3
6610,Cake,3
29441,poder,3
39497,travelled,3
24000,McCluggage,3
8487,communicating,3
29786,posturing,3
8022,cling,3
36924,strengths,3
9513,credentials,3
29080,pilot,3
29429,poco,3
38703,thrive,3
6067,broad,3
7366,Chaos,3
37440,suprise,3
8042,Clone,3
38701,thriller,3
39327,Tracey,3
29452,poem,3
6393,burnout,3
7368,chap,3
8044,clones,3
8507,comp,3
6419,bushfires,3
40349,unfit,3
6070,broadcaster,3
39798,tuckered,3
25074,Montana,3
37436,supremacy,3
5131,bipartisan,3
29069,piles,3
39070,tolerated,3
28817,Pet,3
25284,mouths,3
37435,supremacist,3
11259,Diggers,3
7382,charcoal,3
9983,Cyber,3
8004,clientele,3
5637,BOOM,3
29626,poorer,3
24445,metrics,3
10730,demonstration,3
6637,California,3
39479,trashing,3
10314,dealings,3
29082,piloted,3
37448,SURE,3
23771,marvellous,3
38287,tens,3
10361,Dec,3
24004,MCD2HI,3
5124,biology,3
38294,tent,3
39331,tracked,3
39477,Trash,3
5125,Biology,3
38286,Tennis,3
36942,strictly,3
25342,MSc,3
5780,bow,3
39507,tray,3
37986,Tasmanians,3
28743,Perseverance,3
39801,Tudge,3
8006,cliff,3
5583,bonkers,3
11216,Died,3
5800,boxes,3
8909,consulted,3
23656,marches,3
10439,decrim,3
38050,tayo,3
8907,consultation,3
11152,Diana,3
10440,decriminalisation,3
9619,critique,3
10441,Decriminalisation,3
39008,toastie,3
9939,cusp,3
7512,chef,3
8340,colourful,3
6149,brutality,3
9309,countdown,3
11150,Diamonds,3
37009,stubborn,3
6886,cared,3
9307,Count,3
40307,undies,3
9936,cushion,3
37505,survival,3
29049,piggy,3
38530,theorist,3
5206,biz,3
24429,meth,3
10250,Davies,3
10428,decorated,3
9944,customary,3
37899,Tan,3
25501,muscle,3
10257,dawn,3
37498,Surveillance,3
36997,Struggled,3
24737,miracles,3
38308,Tera,3
8902,consult,3
8355,Com,3
7201,centro,3
39842,tuna,3
39535,treatments,3
7957,cleaner,3
39982,TWO,3
37000,Struggling,3
37502,surveying,3
7197,centres,3
6147,Brutal,3
38524,Theo,3
29105,pine,3
24335,Mercury,3
7505,cheesecake,3
9614,criticising,3
38525,theocracy,3
23663,mare,3
25209,MOST,3
40305,undhi,3
5562,bond,3
24026,Mcmahons,3
9638,croissants,3
37393,supper,3
37697,Symphony,3
9283,coughing,3
10674,delusions,3
40298,underway,3
29046,pigeon,3
37879,Tam,3
39445,translated,3
37515,survivors,3
7537,cheque,3
8809,Connor,3
38746,thumbs,3
10784,departed,3
23666,Margaret,3
29255,Plans,3
7543,cherry,3
8803,connects,3
7941,Classy,3
39350,tradie,3
7940,classy,3
9645,crook,3
38539,therapist,3
8916,Consumer,3
8915,consumer,3
7530,chemo,3
9637,croissant,3
24223,membrane,3
24426,meters,3
6885,CARE,3
9301,counselling,3
23759,Martin,3
9299,Counsel,3
24831,mistreated,3
25423,multicultural,3
6537,C21,3
25213,mostra,3
29413,PNG,3
39984,txt,3
40023,Tyson,3
28723,permitted,3
10453,Dedicating,3
37213,suffice,3
9633,crocodiles,3
23911,matin,3
23797,masculinity,3
7528,chemistry,3
9290,couldnt,3
7953,CLC,3
6365,Burger,3
8079,clover,3
6695,campaigns,3
7027,catalogue,3
6958,Carson,3
10765,density,3
6130,bruised,3
28949,Photos,3
8558,complained,3
39461,Transport,3
5579,bonito,3
5191,bites,3
28725,pernah,3
25154,Moron,3
25278,Mouth,3
7461,Cheat,3
7971,clearance,3
24549,MIGHT,3
38430,tha,3
24823,Missy,3
11195,dictator,3
37915,tanks,3
36988,structural,3
24337,merda,3
37271,Sumarsono,3
28690,peril,3
24149,Meghan,3
39648,triste,3
36986,struck,3
24436,methodology,3
25505,museum,3
24552,migrant,3
8377,comeback,3
5450,boarding,3
25506,Museum,3
23792,Mascot,3
5580,Bonito,3
37912,tank,3
5988,Bribie,3
25504,muscular,3
5989,brick,3
9603,Cristiano,3
23903,mathematics,3
29330,plead,3
40317,une,3
7224,cert,3
37497,surtout,3
37632,Swimming,3
10030,dabble,3
6892,carefully,3
5186,bitching,3
8376,COME,3
37493,surrounding,3
38426,TGIF,3
10416,decks,3
36982,strongest,3
29102,pinch,3
25079,Month,3
39028,Todays,3
8752,Confirmed,2
26640,NSL,2
16877,grid,2
33691,satisfy,2
33719,Savage,2
33797,Scammer,2
1831,Advocacy,2
8794,Connect,2
17048,Guild,2
25064,Monroe,2
21810,lambs,2
1906,Africans,2
27905,Pak,2
33795,Scammells,2
33796,scammer,2
6451,bUt,2
42314,wifi,2
21847,Langdon,2
25062,monopoly,2
16969,grub,2
16926,groovy,2
24373,mes,2
21824,Landcruiser,2
42264,Whooping,2
1875,affection,2
24367,Merr,2
1839,AEC,2
33730,saves,2
1805,Adversary,2
27902,Paisley,2
1779,ADS,2
17032,Guest,2
16982,Grumpy,2
16871,grevillea,2
17106,Guns,2
8776,congenital,2
33799,Scammers,2
21805,LAMB,2
27893,paintings,2
8802,Connections,2
26635,NRMA,2
21888,largely,2
33725,SAVE,2
21803,lamb,2
38334,terminator,2
8781,CONGRATSSSS,2
16991,GSG,2
6440,busted,2
42316,wig,2
24380,mesjid,2
17045,guidestones,2
33757,SAY,2
38313,Teraz,2
1868,Affair,2
42286,Wicked,2
6412,Busan,2
6413,buscar,2
30801,Punjab,2
1877,Affectionately,2
33660,SAS,2
21887,LARGE,2
29324,playstation,2
8798,connecting,2
29331,pleaded,2
33721,Savaii,2
27910,Pakenham,2
17101,Gunna,2
17103,Gunners,2
42298,wiecej,2
26624,Nowhere,2
17064,guise,2
39616,TRILLION,2
33777,SBI,2
33765,sayin,2
16957,growling,2
17059,guinea,2
8788,CONGRATULATIONS,2
16909,Groan,2
30798,punishments,2
30799,punitive,2
1854,aesthetic,2
16920,groom,2
29316,PLAYING,2
33714,sausages,2
33705,Sauce,2
42296,widget,2
16949,Grove,2
17058,Guilty,2
8780,CONGRATS,2
33781,SBS,2
30785,punched,2
8831,conseguimos,2
16946,Groups,2
24362,Mermaid,2
24354,merit,2
21816,lamps,2
8829,consecutive,2
27895,paired,2
1794,Advanced,2
17062,Guinness,2
17066,Guitar,2
39604,trifecta,2
33684,satiate,2
33683,Sathi,2
33682,sath,2
21855,Language,2
17060,Guinea,2
17072,gulag,2
42259,Whoop,2
1891,Afghanistan,2
33680,satellites,2
1892,Afghans,2
30805,PUNK,2
33678,satellite,2
38326,Term,2
1858,aew,2
16899,grinning,2
21877,lapse,2
17014,Guards,2
8770,confronting,2
16890,grin,2
17009,Guard,2
1825,Advisor,2
1903,Afraid,2
8837,consenting,2
17006,Guaranteed,2
1786,adulthood,2
24363,mero,2
1785,Adult,2
16914,grog,2
33792,Scam,2
38332,terminates,2
33689,satisfaction,2
1827,Advisors,2
16944,groupie,2
1821,advisers,2
17093,guna,2
21849,Langer,2
6414,buses,2
42279,Whyalla,2
38329,Terminal,2
33675,satanism,2
24370,merry,2
1823,advising,2
8811,conocer,2
6436,Busselton,2
27896,pairing,2
21879,laptops,2
16922,Groote,2
42271,whores,2
17022,guerra,2
8760,conflicts,2
42255,wholly,2
29337,Pleasant,2
1886,affordability,2
26644,NSs,2
8835,consensus,2
33703,Satya,2
6434,busking,2
33672,SATAN,2
16924,Groove,2
42312,wifes,2
6446,busty,2
28006,panicked,2
17114,gurl,2
28926,PHONES,2
17531,harmony,2
38431,Tha,2
17528,harmonica,2
6553,Cabaret,2
17524,harmed,2
1558,achieving,2
24430,Meth,2
1562,acid,2
17518,Harlee,2
8568,completa,2
39534,Treatment,2
6551,Cabal,2
33419,safest,2
1569,acl,2
6550,cabal,2
21661,Kwani,2
17505,hardship,2
42432,wisely,2
1573,ACM,2
42430,Wise,2
17500,hardest,2
17532,harms,2
42440,Wishes,2
1579,aconteceu,2
17539,harrowing,2
33389,Sacred,2
17567,Hashtag,2
28928,phoney,2
17564,hashbrowns,2
17561,Hasaranga,2
1541,achando,2
1542,achar,2
8547,Competition,2
6561,Cable,2
17555,Harvey,2
27854,pagar,2
24437,methods,2
17550,Harvest,2
26702,Numbers,2
21650,kutya,2
38436,Thailand,2
33402,sadder,2
33403,saddest,2
29284,Platinum,2
6556,cabin,2
1547,aches,2
8575,completion,2
30904,putty,2
33651,sarili,2
33448,saints,2
6531,Bytes,2
17447,Happ,2
33450,sair,2
8593,complimentary,2
30896,putrid,2
8595,compliments,2
39553,trends,2
1614,activate,2
17435,Hannah,2
42403,Winners,2
38414,tez,2
8599,component,2
39554,trendy,2
33464,Sakit,2
30886,PUT,2
38411,texture,2
33468,sakte,2
8606,Composition,2
17417,handwritten,2
1632,Actor,2
33470,sal,2
17451,Happened,2
8590,complicity,2
33431,Sagrado,2
21674,kylie,2
17492,HARD,2
42424,wires,2
25025,monde,2
17485,Harbor,2
8579,complexities,2
17482,harassing,2
28923,Phone,2
42421,Wiradjuri,2
1585,acoustic,2
26692,null,2
27861,pagtanggap,2
17471,haptic,2
1591,Acquiring,2
33443,Sailing,2
17464,Happily,2
26687,nuisance,2
17462,Happiest,2
8587,complicating,2
1595,acres,2
29291,PLAY,2
33444,sailor,2
1539,acha,2
17570,Hasn,2
33388,sacred,2
17707,Headland,2
17704,headgear,2
26710,numpty,2
8496,communists,2
38455,thanking,2
42462,wither,2
33319,rye,2
17694,headache,2
28935,photograph,2
8500,Communities,2
1496,accomplish,2
17688,HCI,2
21595,ktan,2
17684,Hazzard,2
17680,hazmat,2
39508,trays,2
17669,hazard,2
17667,Haz,2
21608,kudos,2
33338,Saahil,2
17663,Haymarket,2
33340,saar,2
42466,Within,2
1485,accommodate,2
8541,competence,2
17710,Headline,2
8475,commonly,2
39495,traveling,2
33299,rusted,2
21579,Kristy,2
8480,commotion,2
1473,accessibility,2
1477,accidental,2
1479,Accidentally,2
33304,Rusty,2
17731,Heal,2
17728,heady,2
17726,headstocks,2
17725,headstock,2
17723,headsets,2
17722,headset,2
24446,metro,2
17719,Headquarters,2
17715,headphones,2
8490,communications,2
39502,Travels,2
17711,headlined,2
17661,Hayden,2
21611,kudu,2
25009,Mommy,2
33344,saath,2
1524,Accurate,2
21628,Kun,2
21630,kung,2
21633,kunt,2
8522,compares,2
1530,accuse,2
30930,Pyrmont,2
24443,metric,2
21638,Kupp,2
6575,cadets,2
8529,compass,2
1534,ACDC,2
39521,Treasure,2
6572,Cade,2
1536,ACDT,2
8536,compensate,2
17582,HASTA,2
39524,TREASURER,2
33383,saco,2
17577,hassling,2
39525,treasures,2
42455,withdraw,2
17618,haunting,2
17624,hav,2
1504,accordion,2
8506,comorbidities,2
1499,accord,2
17652,Hawks,2
33347,sab,2
17650,Hawkie,2
8508,compa,2
1500,accordance,2
8509,compact,2
17646,Hawk,2
1507,ACCOUNT,2
25014,mona,2
17640,havoc,2
6589,Caffeine,2
17638,HAVING,2
39512,treachery,2
1511,accountant,2
30946,qanda,2
6582,Caf,2
1514,accounting,2
1516,accredited,2
17413,handshake,2
17412,Handscomb,2
1634,actress,2
33583,sanctuary,2
28908,philosopher,2
17224,Hadiah,2
1726,adjective,2
17220,hacks,2
8695,concurrently,2
17218,hacking,2
33587,Sand,2
8697,concussions,2
1729,adjusting,2
6485,Buyers,2
17213,hacer,2
17212,hacen,2
8700,condemnation,2
8702,condemning,2
21757,lager,2
30845,puriythu,2
42345,willingly,2
8706,conditioner,2
33595,Sandhu,2
21762,lagi,2
30842,purist,2
33584,Sanctuary,2
38364,terrorists,2
30856,purring,2
33580,sanctioned,2
26662,nuanced,2
28910,philosophise,2
17255,hahahah,2
33568,Samsung,2
8670,conception,2
1713,adequately,2
39581,Tribe,2
29308,playful,2
1718,adhere,2
8680,concerts,2
8683,concierge,2
33574,sana,2
1720,Adhi,2
24393,messes,2
39582,tribulation,2
8687,concluded,2
8688,conclusion,2
8689,Conclusion,2
17236,hago,2
33577,Sanchez,2
42348,Willo132,2
8708,conditioning,2
28907,Philly,2
39586,Tribune,2
17194,Haas,2
17155,Guzik,2
17154,GUYS,2
17151,Guyra,2
42331,wildly,2
8731,conferences,2
6466,BUTTER,2
17147,guvment,2
39596,tricks,2
33636,Sarajevo,2
17143,guttered,2
17141,Gutted,2
42328,wilderness,2
42325,Wilde,2
17134,Gutless,2
30825,pura,2
17129,gusto,2
6457,Butcherettes,2
30823,Puppy,2
1771,adored,2
42321,Wilbur,2
17120,gurus,2
39592,trickery,2
1750,admiring,2
30831,purchases,2
33613,sanitary,2
42344,Willing,2
8713,condom,2
33607,SANFL,2
8716,condone,2
33609,sang,2
17183,H2O,2
38353,Territories,2
21770,lahat,2
1736,Administration,2
27884,pains,2
33627,sap,2
33616,Sanity,2
42341,Williamstown,2
33619,sans,2
39591,tricked,2
33620,Sans,2
21775,lai,2
1743,admiration,2
8723,conductor,2
21779,lain,2
42357,wimp,2
17263,hahahahaha,2
33471,Sal,2
17375,han,2
30881,Pussy,2
21701,labeling,2
8627,comprised,2
21703,labelling,2
30879,pussies,2
33498,salir,2
42387,Winfrey,2
26676,nuestro,2
17362,Hamish,2
21709,LABOR,2
42385,Wines,2
33506,Salman,2
25036,monger,2
42384,wines,2
39562,Trev,2
6516,byl,2
33510,Salon,2
38389,testimony,2
17343,halls,2
17342,Halloween,2
17340,hallmarks,2
33491,salesman,2
1653,Ada,2
33564,sampling,2
38395,Tests,2
38406,textbook,2
24413,Metallicity,2
17406,Handmaids,2
33474,Salad,2
17404,Handmaid,2
21693,laa,2
17400,handles,2
27870,Paid,2
33478,salamat,2
39558,Tres,2
24409,Metal,2
21697,labas,2
1646,acuerdo,2
38398,tetapi,2
17388,hander,2
17387,handed,2
8622,comprehensive,2
17384,handcuffed,2
8624,comprendre,2
33490,Salesforce,2
17379,handball,2
6511,BYD,2
42382,winery,2
21719,Labyuuuuu,2
8640,Comrade,2
26667,Nuclear,2
8844,conservation,2
33542,SamanthaM,2
8658,conceit,2
33546,sambil,2
28912,Philosophy,2
1697,Address,2
17286,Hahahhaha,2
33549,SAME,2
17284,hahahha,2
17283,Hahahak,2
1699,addressed,2
38376,Tesla,2
17277,HAHAHAHAHAHHA,2
33555,Sammy,2
38375,tesla,2
24399,mestrado,2
33560,Samoan,2
8667,concentration,2
24397,messing,2
17267,Hahahahahaha,2
33541,Samantha,2
17297,hail,2
17298,Hail,2
30867,pushback,2
26674,Nudgee,2
1667,adapt,2
21721,lace,2
17329,Hale,2
6510,byc,2
8642,Comrades,2
17324,hal,2
17323,hakk,2
17320,Hakaret,2
42370,winding,2
25042,Mongol,2
17314,Hairy,2
28915,Phocademy,2
33534,Salvation,2
17310,hairline,2
26669,Nude,2
8650,CON,2
42367,winded,2
33538,sama,2
8656,concedes,2
33801,scams,2
38234,template,2
8845,conservatism,2
2488,Ambroso,2
2479,ambient,2
9278,Couch,2
9279,Cougarettes,2
34350,Sensorimotor,2
34352,sensual,2
9281,Cough,2
15948,gauge,2
6170,bub,2
30620,proyectos,2
34358,sente,2
15944,Gatton,2
30619,Proxy,2
25145,Morne,2
28011,panna,2
6166,btwn,2
30618,proxy,2
38063,tbm,2
15932,Gate,2
6161,BTC,2
15930,Gasworks,2
30615,prowling,2
15928,gastro,2
15923,Gasp,2
34370,sentindo,2
15960,GAY,2
6171,bubba,2
41919,weaken,2
15967,Gaz,2
16009,Geezus,2
41931,weaponise,2
16004,geez,2
34319,sendiri,2
34322,SENDS,2
22169,legislate,2
34326,senial,2
15989,gears,2
11321,dinosaur,2
22173,Legislation,2
34332,seniors,2
34333,Seniors,2
28851,petty,2
39748,trustworthy,2
30623,Prue,2
22175,legislature,2
15978,Gday,2
41922,weaknesses,2
6176,bubbly,2
34339,sensacion,2
15972,Gazpacho,2
15971,gazpacho,2
34343,senses,2
6158,BSP,2
15914,Gary,2
6137,Bruno,2
2531,amigos,2
15864,ganglion,2
15862,Gang,2
34408,serempat,2
2524,amicably,2
22213,lemmings,2
15856,ganar,2
9315,counterparts,2
9317,counterproductive,2
26424,node,2
34416,Serenity,2
41887,Waverley,2
38044,taxs,2
6156,Bryce,2
9322,Counting,2
34418,serial,2
2534,amin,2
2535,Amin,2
2536,amina,2
41884,Wave,2
15835,Gambling,2
9324,countless,2
6144,brushing,2
15830,Galwan,2
6142,brushed,2
38049,Taylors,2
41894,wax,2
34401,sera,2
9310,counted,2
34375,Seonhada,2
34376,Seonho,2
22195,Leichhardt,2
34382,separately,2
30605,provision,2
9298,counsel,2
38056,tbe,2
6153,Brutus,2
34389,seperempat,2
39759,TRY,2
26430,Noel,2
28017,panni,2
34393,SEQ,2
25146,Mornin,2
15883,gaping,2
28019,pannirukalam,2
38051,tayong,2
34395,sequence,2
15876,ganun,2
34397,sequestrado,2
34398,sequins,2
41895,Waxing,2
15872,ganito,2
2452,Amasenus,2
28000,pangina,2
6184,buckets,2
6235,buhay,2
6239,Build,2
2373,ALMOST,2
34236,seksual,2
34239,selalu,2
39719,truer,2
2376,Aloha,2
22131,LEFT,2
16128,Germany,2
9193,corporation,2
38118,technical,2
38117,Tech,2
22137,leftists,2
41937,Wear,2
34254,Selena,2
16116,geral,2
38114,teau,2
34257,SELF,2
6231,bugging,2
2389,Alpha,2
22138,leftover,2
16109,Georgia,2
6223,Bug,2
9207,Correction,2
38110,teaspoon,2
2366,almighty,2
38121,technically,2
16146,Getcha,2
41980,Wee,2
22097,LeBron,2
34198,Segregation,2
2353,alls,2
22099,Leckie,2
38134,tecolotes,2
24266,mengajarkan,2
34205,segunda,2
30659,psychic,2
30657,psychiatric,2
9174,Cormann,2
34212,seher,2
34214,sei,2
6241,builder,2
38125,technicolor,2
22116,ledges,2
22117,Ledhu,2
34225,seizures,2
9182,corny,2
34228,sekarang,2
16155,GETTING,2
24258,mendapat,2
9184,Corolla,2
9186,Corona,2
2398,ALREADY,2
9211,correctness,2
41964,Wed,2
38094,teammate,2
38092,TEAM,2
34289,sembilan,2
16049,generated,2
2427,Altona,2
41947,weave,2
6200,Budgie,2
16042,gene,2
16041,genders,2
25138,morgue,2
9247,cosas,2
2438,Ama,2
16035,Gen,2
9248,Cosas,2
16032,gems,2
16030,Gemma,2
22158,LEGEND,2
38081,Teacher,2
34299,Semoga,2
34300,sempre,2
39738,Trumps,2
22160,Legendary,2
39739,trunk,2
6191,buddies,2
27997,Pang,2
6213,buff,2
2401,Alright,2
26457,nominating,2
2405,ALSO,2
16091,gently,2
38106,tease,2
16089,gentlemen,2
9217,corridors,2
34270,SELL,2
29400,ply,2
41961,websites,2
41960,Website,2
27993,Panel,2
9222,corroborate,2
26461,nominees,2
38101,Tear,2
6216,Buffer,2
2415,altered,2
16072,genitals,2
22145,Leg,2
16070,genio,2
24249,menace,2
27996,pang,2
16066,Geneva,2
24248,MEN,2
16064,genetics,2
2540,Amity,2
6133,Brumbies,2
6411,Bus,2
34583,shagging,2
22302,leve,2
34569,shades,2
9430,cracked,2
41786,Warp,2
34573,Shadow,2
2687,angels,2
2690,Anger,2
34577,shady,2
9432,Cracker,2
37989,tastebuds,2
9437,crackle,2
15583,Fuel,2
15566,fuckups,2
26372,nji,2
2699,Anglican,2
22310,Levi,2
15579,Fuedals,2
41778,Warner,2
34588,shaken,2
39805,TUDO,2
9443,craft,2
30535,prostu,2
15571,fuckwits,2
34593,shaky,2
15605,fuknuckle,2
15606,fuknuckles,2
41787,warped,2
37990,tasted,2
15640,functionality,2
2667,Andy,2
29426,Pocket,2
34552,SFC,2
22289,Letsss,2
41793,warrants,2
6076,Broadmeadows,2
30549,Protects,2
9414,cozy,2
29430,pocus,2
41790,warrant,2
2676,Ang,2
37998,tat,2
26376,nko,2
9418,CPI,2
15620,fullback,2
34561,shabby,2
2682,Angeleena,2
9425,crab,2
15612,fulfilled,2
6068,Broad,2
2683,Angeles,2
2684,angelic,2
9444,Craft,2
9445,crafted,2
34429,SERIOUS,2
15499,frowned,2
2737,ankles,2
9470,crate,2
29440,podemos,2
9472,crave,2
41755,warheads,2
34630,shapes,2
34631,shaping,2
37967,Tarrant,2
9476,crawlers,2
15501,Frozen,2
9477,crawling,2
15497,froth,2
37983,Tasman,2
26357,nivel,2
37964,tarnished,2
15494,frontlines,2
34638,Shared,2
34639,shareholder,2
15489,FRONT,2
41749,Wards,2
34640,shareholders,2
26356,niveau,2
6044,Brings,2
15481,frogs,2
2736,ankle,2
30520,prosecute,2
28069,Par,2
15522,frydo,2
15561,Fucks,2
41775,Warne,2
34600,SHAM,2
6055,Britain,2
22318,Lewdle,2
15552,FUCKING,2
9450,Craigieburn,2
2713,ANIMAL,2
24191,melhorar,2
15548,fuckheads,2
15546,fucker,2
6053,brissy,2
22320,Lewis,2
9455,cramps,2
37976,TAS,2
41770,warmongers,2
2722,anime,2
37974,tarzan,2
9461,Crap,2
34613,Shameless,2
22324,Ley,2
22328,lfg,2
34620,Shane,2
15642,functions,2
41798,Warrior,2
39793,Tubthumping,2
34468,servo,2
34455,servers,2
2563,ample,2
28031,Panthers,2
9344,Courageous,2
22243,leopard,2
41865,watered,2
38036,taxing,2
28032,panties,2
30572,protracted,2
2571,Amsterdam,2
34467,servir,2
30569,protocols,2
2658,andharu,2
34474,sesh,2
9348,COURSE,2
15758,fyi,2
6122,BRS,2
15751,FWIW,2
15750,Fwits,2
6116,Brownshirts,2
15748,fwd,2
2581,ANA,2
41854,Watchin,2
38032,taxed,2
30576,prouder,2
9343,courageous,2
15783,gag,2
24217,Members,2
9332,county,2
15820,Galleries,2
2548,Among,2
9335,coupe,2
22228,Leni,2
15813,Gale,2
15812,gale,2
15811,Galaxy,2
2550,Amongst,2
34435,Sermon,2
41876,waters,2
34438,serotonin,2
15805,gala,2
15803,gak,2
2552,amor,2
22233,lenses,2
30582,Prove,2
6128,BRUH,2
24218,MEMBERS,2
15792,gai,2
38038,taxis,2
30578,prova,2
15788,gaggle,2
41852,watcher,2
41849,watchalong,2
2591,anaknya,2
9387,covid19,2
15680,Funnily,2
15679,Funniest,2
28048,papansin,2
15674,funky,2
22281,letra,2
9395,Coward,2
15669,funk,2
2636,Anchovies,2
34538,sexism,2
34539,sexist,2
6082,Brodie,2
15662,Funeral,2
39791,Tubby,2
9402,cowboy,2
2648,andan,2
41809,wary,2
15656,FUNDING,2
28052,Paper,2
41806,wartime,2
26381,nlng,2
39792,tube,2
2655,Anderson,2
34548,Sexyirish83,2
9388,Covid19,2
34527,sewerage,2
25161,Morphett,2
26392,nmn,2
34493,setrika,2
2594,analog,2
38030,taxation,2
6110,brow,2
41844,Wat,2
38028,Tax,2
26401,Noah,2
26400,no27,2
6106,brotherhood,2
15725,Futurama,2
15723,futility,2
29420,pobre,2
26398,No1,2
6100,bros,2
15710,FURUFAM,2
34510,seus,2
34511,sevdi,2
6096,broody,2
30557,protested,2
38019,Tava,2
34518,Several,2
39783,TTF,2
38016,Taurus,2
30665,psychologist,2
16197,GIANT,2
9161,Core,2
2065,Ahora,2
8938,Containers,2
33923,scoping,2
16654,governo,2
8944,contato,2
26567,Noted,2
39657,trivial,2
16645,governed,2
42172,whichever,2
42168,whfg,2
8949,contemporary,2
27938,palavras,2
42159,WHERE,2
6350,buongiorno,2
16634,Goulburn,2
33930,Scored,2
6352,Burada,2
2073,AID,2
38241,Tempo,2
2078,aids,2
26559,nota,2
8958,contentment,2
21962,Laurieton,2
2083,aimed,2
16619,gota,2
39656,trivia,2
16663,Govts,2
8936,container,2
8935,contained,2
16690,gracefully,2
16689,GRACE,2
2023,agustd,2
42187,whinge,2
16686,grabs,2
16685,Grabe,2
24330,merci,2
2026,AGW,2
38252,tenacious,2
24329,merchants,2
2030,Ahah,2
33906,sco,2
8932,contacts,2
16677,gr8,2
26572,nothin,2
2032,Ahaha,2
2033,ahahah,2
33911,SCOMO,2
16671,GPs,2
38250,Ten,2
21949,Launceston,2
2034,Ahahaha,2
25086,Monty,2
25087,monumental,2
8964,contestants,2
30667,psychologists,2
16551,Googling,2
16564,goooood,2
24317,Meow,2
21987,LAX,2
33979,screamed,2
8992,contracted,2
